week_end,refinance,purchase
1990-01-05,158.7,80.2
1990-01-12,168.1,83.3
1990-01-19,168.3,101.2
1990-01-26,128.1,104.9
1990-02-02,110.7,95.3
1990-02-09,106.1,93.2
1990-02-16,82.2,93.4
1990-02-23,121.1,118.8
1990-03-02,80.4,95.5
1990-03-09,105.1,88.7
1990-03-16,100.0,86.7
1990-03-23,90.1,94.3
1990-03-30,102.7,96.2
1990-04-06,92.4,86.7
1990-04-13,95.4,114.2
1990-04-20,81.0,81.2
1990-04-27,78.7,82.9
1990-05-04,68.8,81.5
1990-05-11,78.7,85.8
1990-05-18,75.7,85.2
1990-05-25,72.9,89.5
1990-06-01,83.1,101.1
1990-06-08,86.9,99.8
1990-06-15,87.9,91.8
1990-06-22,69.9,81.5
1990-06-29,72.0,85.8
1990-07-06,85.3,98.4
1990-07-13,80.3,84.2
1990-07-20,96.2,86.5
1990-07-27,93.4,85.5
1990-08-03,141.6,93.6
1990-08-10,168.7,102.6
1990-08-17,104.2,82.3
1990-08-24,102.8,90.7
1990-08-31,90.9,76.7
1990-09-07,74.8,76.0
1990-09-14,85.8,82.9
1990-09-21,70.6,81.9
1990-09-28,86.9,81.0
1990-10-05,88.7,81.3
1990-10-12,88.8,83.6
1990-10-19,69.1,63.4
1990-10-26,76.3,71.5
1990-11-02,79.8,79.8
1990-11-09,83.7,82.0
1990-11-16,95.2,79.6
1990-11-23,93.6,75.5
1990-11-30,106.1,92.3
1990-12-07,130.9,88.7
1990-12-14,161.1,92.9
1990-12-21,152.9,80.5
1990-12-28,152.7,53.5
1991-01-04,233.8,67.2
1991-01-11,244.8,108.0
1991-01-18,192.6,92.4
1991-01-25,171.1,81.9
1991-02-01,168.9,77.8
1991-02-08,208.9,84.4
1991-02-15,230.5,92.0
1991-02-22,401.9,141.0
1991-03-01,363.7,108.0
1991-03-08,407.3,96.1
1991-03-15,403.3,103.3
1991-03-22,322.0,118.4
1991-03-29,270.0,147.2
1991-04-05,290.2,105.5
1991-04-12,272.8,112.4
1991-04-19,194.7,113.2
1991-04-26,187.4,116.9
1991-05-03,175.0,106.7
1991-05-10,207.3,113.3
1991-05-17,202.5,117.7
1991-05-24,173.4,119.8
1991-05-31,211.8,129.1
1991-06-07,186.8,128.2
1991-06-14,177.1,109.7
1991-06-21,163.0,107.1
1991-06-28,146.8,110.5
1991-07-05,148.6,121.6
1991-07-12,141.8,111.9
1991-07-19,188.3,130.2
1991-07-26,137.1,103.8
1991-08-02,147.0,105.2
1991-08-09,189.8,101.7
1991-08-16,232.1,100.3
1991-08-23,335.1,108.5
1991-08-30,289.2,110.6
1991-09-06,272.9,104.8
1991-09-13,321.1,109.1
1991-09-20,400.6,102.7
1991-09-27,439.4,111.0
1991-10-04,511.8,104.7
1991-10-11,506.3,126.4
1991-10-18,601.3,108.2
1991-10-25,618.7,109.6
1991-11-01,551.8,99.2
1991-11-08,567.1,106.3
1991-11-15,808.7,113.9
1991-11-22,924.9,106.1
1991-11-29,725.0,92.0
1991-12-06,676.6,107.7
1991-12-13,761.6,115.1
1991-12-20,632.6,99.4
1991-12-27,881.2,78.8
1992-01-03,1381.3,92.8
1992-01-10,1494.4,122.2
1992-01-17,1752.0,148.9
1992-01-24,1373.0,144.4
1992-01-31,1045.5,155.9
1992-02-07,900.9,143.6
1992-02-14,685.9,138.4
1992-02-21,826.8,132.6
1992-02-28,710.3,102.9
1992-03-06,627.0,115.2
1992-03-13,491.4,118.8
1992-03-20,402.7,111.8
1992-03-27,370.3,117.9
1992-04-03,398.4,104.1
1992-04-10,357.2,109.6
1992-04-17,353.9,146.6
1992-04-24,308.2,111.5
1992-05-01,285.7,110.9
1992-05-08,283.3,112.2
1992-05-15,351.4,112.0
1992-05-22,372.4,116.3
1992-05-29,339.1,136.9
1992-06-05,343.4,117.3
1992-06-12,364.4,118.4
1992-06-19,410.9,117.6
1992-06-26,361.6,114.9
1992-07-03,501.1,128.8
1992-07-10,1017.8,114.5
1992-07-17,1254.7,147.6
1992-07-24,1313.2,143.6
1992-07-31,1149.6,157.7
1992-08-07,941.1,130.0
1992-08-14,1053.7,142.4
1992-08-21,1037.8,152.4
1992-08-28,1086.0,146.2
1992-09-04,1003.5,140.9
1992-09-11,1148.4,169.5
1992-09-18,1091.9,150.3
1992-09-25,1062.8,128.0
1992-10-02,972.3,132.2
1992-10-09,945.9,131.2
1992-10-16,802.2,134.3
1992-10-23,787.1,148.6
1992-10-30,793.0,148.1
1992-11-06,642.3,163.9
1992-11-13,449.2,138.8
1992-11-20,404.3,147.2
1992-11-27,340.2,102.8
1992-12-04,356.2,136.1
1992-12-11,338.5,152.0
1992-12-18,281.8,132.1
1992-12-25,397.5,120.7
1993-01-01,788.0,176.0
1993-01-08,378.9,120.2
1993-01-15,422.9,124.9
1993-01-22,470.2,125.0
1993-01-29,566.6,143.9
1993-02-05,583.0,140.7
1993-02-12,830.4,141.5
1993-02-19,1060.1,194.6
1993-02-26,1215.2,139.3
1993-03-05,1348.0,145.2
1993-03-12,1604.2,147.7
1993-03-19,1385.4,145.6
1993-03-26,1291.0,162.9
1993-04-02,1164.2,161.4
1993-04-09,1270.3,192.3
1993-04-16,1161.0,156.3
1993-04-23,1134.5,155.9
1993-04-30,1107.5,167.6
1993-05-07,973.4,143.1
1993-05-14,994.0,151.4
1993-05-21,895.7,149.4
1993-05-28,775.7,156.8
1993-06-04,791.9,171.6
1993-06-11,782.0,154.2
1993-06-18,835.3,158.7
1993-06-25,776.6,146.9
1993-07-02,922.8,163.2
1993-07-09,1147.9,175.4
1993-07-16,1141.0,157.1
1993-07-23,1370.5,179.9
1993-07-30,1200.5,155.3
1993-08-06,1151.8,154.2
1993-08-13,1142.6,151.1
1993-08-20,1174.2,146.7
1993-08-27,1369.2,154.4
1993-09-03,1574.4,173.2
1993-09-10,1837.9,180.6
1993-09-17,1795.8,186.0
1993-09-24,1657.1,168.2
1993-10-01,1641.6,164.3
1993-10-08,1489.1,158.2
1993-10-15,1545.3,170.4
1993-10-22,1408.8,167.0
1993-10-29,1344.2,160.0
1993-11-05,1246.0,170.9
1993-11-12,1174.0,167.3
1993-11-19,1058.5,181.1
1993-11-26,807.5,129.6
1993-12-03,745.0,173.0
1993-12-10,719.9,174.2
1993-12-17,570.3,160.4
1993-12-24,518.9,111.9
1993-12-31,744.0,137.5
1994-01-07,675.8,111.9
1994-01-14,738.2,154.1
1994-01-21,638.2,129.8
1994-01-28,746.7,143.3
1994-02-04,1138.5,156.7
1994-02-11,928.1,135.1
1994-02-18,734.5,141.0
1994-02-25,834.1,187.4
1994-03-04,655.5,154.9
1994-03-11,544.1,145.6
1994-03-18,446.7,142.3
1994-03-25,481.2,160.6
1994-04-01,429.8,204.9
1994-04-08,263.6,146.2
1994-04-15,234.2,144.8
1994-04-22,257.6,158.2
1994-04-29,207.8,151.3
1994-05-06,177.7,145.5
1994-05-13,176.4,143.7
1994-05-20,175.5,154.8
1994-05-27,153.9,139.6
1994-06-03,134.4,147.8
1994-06-10,139.8,148.7
1994-06-17,153.3,143.8
1994-06-24,133.6,140.4
1994-07-01,137.2,147.2
1994-07-08,112.5,150.2
1994-07-15,112.6,136.9
1994-07-22,116.8,146.2
1994-07-29,120.0,139.9
1994-08-05,135.0,147.1
1994-08-12,130.9,139.0
1994-08-19,134.4,150.5
1994-08-26,114.7,130.4
1994-09-02,118.5,137.2
1994-09-09,110.5,139.6
1994-09-16,108.3,134.7
1994-09-23,105.9,136.8
1994-09-30,113.2,142.1
1994-10-07,118.6,142.0
1994-10-14,105.6,133.3
1994-10-21,117.4,134.1
1994-10-28,104.5,131.7
1994-11-04,109.5,136.8
1994-11-11,106.3,133.4
1994-11-18,124.4,167.5
1994-11-25,69.9,105.0
1994-12-02,81.2,139.7
1994-12-09,77.9,140.6
1994-12-16,72.5,133.9
1994-12-23,59.0,112.7
1994-12-30,80.3,95.7
1995-01-06,81.0,125.3
1995-01-13,74.4,124.9
1995-01-20,83.3,130.4
1995-01-27,82.4,138.0
1995-02-03,111.6,154.1
1995-02-10,93.6,125.3
1995-02-17,88.8,113.9
1995-02-24,103.1,163.4
1995-03-03,95.6,134.2
1995-03-10,94.4,135.2
1995-03-17,106.0,143.2
1995-03-24,109.8,138.7
1995-03-31,113.0,146.0
1995-04-07,105.0,136.8
1995-04-14,131.4,177.9
1995-04-21,120.5,138.7
1995-04-28,120.9,146.7
1995-05-05,132.2,145.7
1995-05-12,239.1,173.8
1995-05-19,243.4,153.9
1995-05-26,239.9,151.2
1995-06-02,331.1,183.2
1995-06-09,481.6,184.6
1995-06-16,418.9,169.8
1995-06-23,381.3,157.8
1995-06-30,404.3,165.8
1995-07-07,305.9,153.2
1995-07-14,524.3,174.8
1995-07-21,504.0,165.5
1995-07-28,390.6,153.4
1995-08-04,346.3,156.7
1995-08-11,328.7,155.6
1995-08-18,283.0,151.3
1995-08-25,295.9,153.8
1995-09-01,387.0,185.8
1995-09-08,444.2,190.7
1995-09-15,445.4,184.6
1995-09-22,468.9,202.1
1995-09-29,392.8,180.3
1995-10-06,458.2,180.7
1995-10-13,482.7,184.6
1995-10-20,549.0,193.7
1995-10-27,547.5,188.9
1995-11-03,553.0,183.7
1995-11-10,697.4,199.1
1995-11-17,604.9,197.7
1995-11-24,571.6,173.0
1995-12-01,522.3,198.6
1995-12-08,667.0,213.9
1995-12-15,642.5,190.0
1995-12-22,758.6,218.3
1995-12-29,711.7,202.6
1996-01-05,748.2,170.4
1996-01-12,816.1,165.8
1996-01-19,886.6,180.9
1996-01-26,1102.4,189.8
1996-02-02,1028.4,163.3
1996-02-09,1071.4,157.4
1996-02-16,1192.4,173.0
1996-02-23,1129.0,199.9
1996-03-01,1029.5,181.3
1996-03-08,712.4,173.4
1996-03-15,564.7,176.4
1996-03-22,462.9,164.9
1996-03-29,586.6,200.5
1996-04-05,456.6,195.1
1996-04-12,336.9,166.7
1996-04-19,317.6,172.4
1996-04-26,311.1,175.2
1996-05-03,348.2,209.6
1996-05-10,241.0,172.0
1996-05-17,225.2,175.5
1996-05-24,243.9,178.4
1996-05-31,302.6,210.2
1996-06-07,226.1,183.9
1996-06-14,192.5,181.4
1996-06-21,220.0,175.5
1996-06-28,221.7,193.9
1996-07-05,215.2,197.6
1996-07-12,186.1,167.0
1996-07-19,224.3,184.8
1996-07-26,222.3,176.6
1996-08-02,237.5,189.9
1996-08-09,287.8,176.3
1996-08-16,279.9,177.6
1996-08-23,262.9,172.8
1996-08-30,283.6,193.5
1996-09-06,226.8,188.9
1996-09-13,250.8,179.9
1996-09-20,263.3,192.4
1996-09-27,271.4,184.3
1996-10-04,272.3,182.4
1996-10-11,324.8,189.1
1996-10-18,316.4,179.2
1996-10-25,309.4,178.4
1996-11-01,372.9,189.7
1996-11-08,417.9,194.2
1996-11-15,445.7,196.3
1996-11-22,459.5,198.7
1996-11-29,449.5,193.5
1996-12-06,610.7,219.2
1996-12-13,475.4,204.7
1996-12-20,360.4,180.0
1996-12-27,272.8,156.8
1997-01-03,375.5,206.9
1997-01-10,323.6,178.3
1997-01-17,305.8,180.0
1997-01-24,341.6,179.6
1997-01-31,338.4,176.6
1997-02-07,379.2,177.8
1997-02-14,401.5,167.3
1997-02-21,556.0,205.3
1997-02-28,460.9,186.4
1997-03-07,398.7,176.0
1997-03-14,416.2,189.0
1997-03-21,396.7,197.2
1997-03-28,538.4,257.3
1997-04-04,292.3,174.0
1997-04-11,285.1,176.3
1997-04-18,286.0,177.6
1997-04-25,273.2,187.7
1997-05-02,289.8,189.4
1997-05-09,303.4,205.1
1997-05-16,332.5,192.0
1997-05-23,325.1,191.1
1997-05-30,295.6,187.2
1997-06-06,322.4,206.4
1997-06-13,375.7,210.1
1997-06-20,396.5,206.5
1997-06-27,422.4,208.0
1997-07-04,405.4,218.6
1997-07-11,497.3,212.9
1997-07-18,542.8,208.4
1997-07-25,595.9,205.9
1997-08-01,689.3,211.7
1997-08-08,718.8,220.5
1997-08-15,577.2,211.8
1997-08-22,552.9,219.8
1997-08-29,477.8,205.8
1997-09-05,516.3,214.7
1997-09-12,498.5,214.3
1997-09-19,699.6,227.3
1997-09-26,691.5,217.0
1997-10-03,728.2,220.0
1997-10-10,845.5,234.6
1997-10-17,703.0,207.8
1997-10-24,683.1,204.3
1997-10-31,1013.4,233.9
1997-11-07,805.0,202.1
1997-11-14,842.4,227.0
1997-11-21,779.4,224.1
1997-11-28,828.7,246.1
1997-12-05,785.1,235.7
1997-12-12,827.3,234.9
1997-12-19,850.0,217.8
1997-12-26,745.0,223.1
1998-01-02,972.7,234.1
1998-01-09,1842.5,266.0
1998-01-16,3115.8,283.6
1998-01-23,3093.3,313.4
1998-01-30,2038.6,253.8
1998-02-06,2028.7,249.4
1998-02-13,1686.4,222.5
1998-02-20,2005.6,250.8
1998-02-27,1526.1,217.3
1998-03-06,1363.1,225.4
1998-03-13,1337.9,217.2
1998-03-20,1421.4,234.1
1998-03-27,1297.1,222.2
1998-04-03,1206.3,248.8
1998-04-10,1684.2,287.3
1998-04-17,1087.0,227.3
1998-04-24,1157.0,241.4
1998-05-01,1326.5,282.5
1998-05-08,1297.0,279.2
1998-05-15,1138.7,254.8
1998-05-22,1049.0,248.1
1998-05-29,1174.3,259.8
1998-06-05,1120.7,272.1
1998-06-12,1209.6,262.1
1998-06-19,1406.2,274.6
1998-06-26,1202.0,241.3
1998-07-03,1470.6,286.4
1998-07-10,1305.5,262.5
1998-07-17,1292.2,255.0
1998-07-24,1320.2,252.4
1998-07-31,1278.8,257.2
1998-08-07,1291.9,254.7
1998-08-14,1310.5,251.4
1998-08-21,1211.9,243.1
1998-08-28,1331.5,269.4
1998-09-04,1924.0,305.1
1998-09-11,2141.9,302.5
1998-09-18,2269.9,278.3
1998-09-25,2682.7,283.6
1998-10-02,3410.5,304.0
1998-10-09,4389.1,343.1
1998-10-16,2507.0,296.9
1998-10-23,2774.3,299.6
1998-10-30,2495.7,249.3
1998-11-06,1987.0,291.9
1998-11-13,1723.0,295.8
1998-11-20,1814.8,259.3
1998-11-27,2086.3,293.8
1998-12-04,2055.1,299.6
1998-12-11,1879.1,277.2
1998-12-18,1569.0,268.5
1998-12-25,1441.3,279.8
1999-01-01,1468.5,249.0
1999-01-08,1494.2,254.8
1999-01-15,1634.4,276.4
1999-01-22,1572.2,278.3
1999-01-29,1741.7,272.9
1999-02-05,1654.0,253.5
1999-02-12,1401.4,232.9
1999-02-19,1324.2,231.7
1999-02-26,1512.8,269.8
1999-03-05,1241.3,259.8
1999-03-12,1153.3,246.4
1999-03-19,1332.6,259.4
1999-03-26,1177.2,263.2
1999-04-02,1086.2,269.0
1999-04-09,1203.9,251.2
1999-04-16,1155.7,288.2
1999-04-23,1093.4,278.9
1999-04-30,1062.9,298.7
1999-05-07,1042.1,289.0
1999-05-14,867.1,271.1
1999-05-21,832.2,292.9
1999-05-28,853.7,300.1
1999-06-04,758.5,305.5
1999-06-11,702.7,327.2
1999-06-18,616.2,297.5
1999-06-25,612.2,304.1
1999-07-02,588.4,317.9
1999-07-09,522.0,274.1
1999-07-16,508.3,276.3
1999-07-23,490.8,267.6
1999-07-30,458.1,293.4
1999-08-06,462.3,277.5
1999-08-13,449.2,271.8
1999-08-20,440.4,271.0
1999-08-27,456.4,289.5
1999-09-03,395.9,254.1
1999-09-10,394.1,278.7
1999-09-17,398.7,266.4
1999-09-24,388.4,260.2
1999-10-01,414.6,288.8
1999-10-08,412.2,262.7
1999-10-15,396.3,277.3
1999-10-22,383.2,255.4
1999-10-29,415.9,277.7
1999-11-05,443.7,268.8
1999-11-12,443.1,298.5
1999-11-19,481.8,315.7
1999-11-26,418.0,298.9
1999-12-03,386.4,287.9
1999-12-10,388.1,285.8
1999-12-17,354.1,284.3
1999-12-24,338.1,253.3
1999-12-31,302.9,238.0
2000-01-07,350.8,254.6
2000-01-14,390.5,292.0
2000-01-21,413.6,286.1
2000-01-28,384.4,292.6
2000-02-04,436.7,307.1
2000-02-11,373.1,270.8
2000-02-18,335.6,262.4
2000-02-25,346.6,278.4
2000-03-03,377.5,291.7
2000-03-10,361.8,290.0
2000-03-17,346.2,293.5
2000-03-24,386.6,312.2
2000-03-31,340.6,293.5
2000-04-07,364.2,316.6
2000-04-14,354.8,300.8
2000-04-21,341.9,302.8
2000-04-28,336.2,299.4
2000-05-05,331.3,322.4
2000-05-12,330.9,296.6
2000-05-19,326.2,309.6
2000-05-26,288.8,286.5
2000-06-02,318.1,335.0
2000-06-09,329.4,309.5
2000-06-16,329.3,305.7
2000-06-23,319.2,305.8
2000-06-30,338.5,318.1
2000-07-07,335.4,298.0
2000-07-14,371.9,331.2
2000-07-21,359.6,313.1
2000-07-28,346.0,306.6
2000-08-04,360.1,327.4
2000-08-11,403.3,313.3
2000-08-18,383.6,294.4
2000-08-25,395.0,298.6
2000-09-01,404.5,307.4
2000-09-08,452.9,324.4
2000-09-15,440.7,318.8
2000-09-22,451.3,307.9
2000-09-29,470.6,320.4
2000-10-06,475.0,302.8
2000-10-13,498.6,311.1
2000-10-20,587.2,298.7
2000-10-27,654.6,304.6
2000-11-03,651.2,310.5
2000-11-10,690.4,327.1
2000-11-17,602.7,307.0
2000-11-24,576.4,307.0
2000-12-01,663.9,333.8
2000-12-08,758.4,344.0
2000-12-15,777.2,302.2
2000-12-22,794.1,278.2
2000-12-29,761.5,218.7
2001-01-05,1572.1,292.8
2001-01-12,2800.6,332.9
2001-01-19,2123.3,332.6
2001-01-26,1992.1,298.1
2001-02-02,2612.5,311.5
2001-02-09,2647.7,277.6
2001-02-16,2346.1,274.3
2001-02-23,2140.4,291.4
2001-03-02,2543.6,321.9
2001-03-09,2264.8,289.9
2001-03-16,2053.0,299.8
2001-03-23,2802.5,291.6
2001-03-30,2726.1,294.0
2001-04-06,2427.2,304.6
2001-04-13,2182.8,295.9
2001-04-20,1954.9,290.5
2001-04-27,2203.7,309.8
2001-05-04,1970.0,316.3
2001-05-11,1948.1,321.9
2001-05-18,1546.8,291.2
2001-05-25,1622.5,302.2
2001-06-01,1553.6,344.1
2001-06-08,1776.9,342.9
2001-06-15,1593.1,324.2
2001-06-22,1497.8,307.9
2001-06-29,1521.6,308.3
2001-07-06,1200.0,300.4
2001-07-13,1387.4,310.4
2001-07-20,1581.4,324.9
2001-07-27,1643.0,312.0
2001-08-03,1730.1,318.2
2001-08-10,1716.0,300.7
2001-08-17,1769.8,293.2
2001-08-24,2048.4,295.0
2001-08-31,2365.0,317.4
2001-09-07,2295.9,310.5
2001-09-14,1992.9,282.4
2001-09-21,2713.9,283.5
2001-09-28,3459.8,308.8
2001-10-05,4285.7,271.2
2001-10-12,5252.6,286.9
2001-10-19,4580.3,264.1
2001-10-26,4203.5,265.9
2001-11-02,5223.2,318.4
2001-11-09,5534.5,285.4
2001-11-16,4998.3,296.0
2001-11-23,4283.6,324.3
2001-11-30,3040.7,350.9
2001-12-07,2731.6,342.7
2001-12-14,1968.8,320.6
2001-12-21,1564.4,373.5
2001-12-28,1284.8,293.8
2002-01-04,1703.7,375.9
2002-01-11,1937.6,348.6
2002-01-18,2768.3,371.8
2002-01-25,1762.9,328.5
2002-02-01,1884.2,340.9
2002-02-08,2134.9,314.7
2002-02-15,1927.9,290.2
2002-02-22,1921.6,315.5
2002-03-01,2351.7,335.4
2002-03-08,1783.0,314.6
2002-03-15,1406.3,310.9
2002-03-22,1450.6,330.4
2002-03-29,1272.3,349.9
2002-04-05,1213.5,332.8
2002-04-12,1246.1,337.3
2002-04-19,1320.6,351.6
2002-04-26,1533.5,368.4
2002-05-03,1749.9,382.7
