week_end,refinance,purchase
2014-04-18,1361.4,178.0
2014-04-25,1267.0,170.1
2014-05-02,1297.6,185.2
2014-05-09,1386.4,185.1
2014-05-16,1438.9,180.0
2014-05-23,1418.6,178.1
2014-05-30,1377.4,171.6
2014-06-06,1528.9,187.5
2014-06-13,1334.0,178.6
2014-06-20,1322.6,176.4
2014-06-27,1323.9,175.2
2014-07-04,1328.9,181.7
2014-07-11,1327.4,167.8
2014-07-18,1382.3,168.3
2014-07-25,1326.4,168.7
2014-08-01,1377.0,166.5
2014-08-08,1322.2,164.8
2014-08-15,1358.0,164.1
2014-08-22,1396.2,168.4
2014-08-29,1415.8,165.8
2014-09-05,1265.0,161.5
2014-09-12,1395.5,169.3
2014-09-19,1297.5,168.8
2014-09-26,1293.7,168.8
2014-10-03,1358.0,172.9
2014-10-10,1502.4,171.7
2014-10-17,1852.3,163.4
2014-10-24,1715.3,155.2
2014-10-31,1621.2,159.2
2014-11-07,1590.3,160.9
2014-11-14,1604.6,179.8
2014-11-21,1549.0,171.2
2014-11-28,1341.1,175.5
2014-12-05,1518.7,177.7
2014-12-12,1518.9,165.5
2014-12-19,1535.2,167.7
2014-12-26,1162.9,152.4
2015-01-02,1349.3,159.2
2015-01-09,2211.4,192.9
2015-01-16,2746.1,191.7
2015-01-23,2605.4,191.6
2015-01-30,2669.9,187.2
2015-02-06,2395.8,175.1
2015-02-13,2012.8,162.7
2015-02-20,1861.8,170.2
2015-02-27,1870.3,169.8
2015-03-06,1815.3,173.0
2015-03-13,1720.3,170.4
2015-03-20,1932.5,178.7
2015-03-27,2008.7,188.9
2015-04-03,1942.2,201.8
2015-04-10,1908.1,195.6
2015-04-17,1920.1,205.4
2015-04-24,1850.0,205.4
2015-05-01,1697.2,207.1
2015-05-08,1596.5,206.7
2015-05-15,1600.6,199.1
2015-05-22,1537.8,201.5
2015-05-29,1360.3,195.4
2015-06-05,1455.2,214.3
2015-06-12,1354.9,205.4
2015-06-19,1379.9,207.8
2015-06-26,1307.7,199.2
2015-07-03,1342.9,212.4
2015-07-10,1392.4,196.4
2015-07-17,1384.8,198.3
2015-07-24,1406.3,198.1
2015-07-31,1488.8,204.6
2015-08-07,1534.8,197.4
2015-08-14,1646.0,195.3
2015-08-21,1629.3,198.7
2015-08-28,1902.4,206.9
2015-09-04,1713.4,205.0
2015-09-11,1557.7,196.3
2015-09-18,1833.0,214.2
2015-09-25,1695.9,202.1
2015-10-02,2106.2,257.4
2015-10-09,1631.4,169.6
2015-10-16,1774.7,197.4
2015-10-23,1707.9,191.2
2015-10-30,1692.9,190.0
2015-11-06,1656.2,190.1
2015-11-13,1694.8,212.8
2015-11-20,1612.9,211.7
2015-11-27,1516.9,228.1
2015-12-04,1570.1,228.2
2015-12-11,1592.7,221.7
2015-12-18,1764.0,230.8
2015-12-25,1272.9,220.8
2016-01-01,1114.8,196.2
2016-01-08,1380.4,231.1
2016-01-15,1638.1,227.3
2016-01-22,1822.5,237.8
2016-01-29,1827.6,221.1
2016-02-05,2117.2,221.6
2016-02-12,2456.7,213.3
2016-02-19,2267.4,217.9
2016-02-26,2104.5,216.7
2016-03-04,2055.9,225.7
2016-03-11,1940.3,226.3
2016-03-18,1845.4,224.0
2016-03-25,1784.7,228.6
2016-04-01,1906.0,223.1
2016-04-08,2122.0,241.9
2016-04-15,2177.4,240.8
2016-04-22,2067.7,235.0
2016-04-29,1953.1,234.7
2016-05-06,1963.1,235.6
2016-05-13,1998.4,224.1
2016-05-20,2005.6,234.9
2016-05-27,1928.2,223.8
2016-06-03,2070.8,249.9
2016-06-10,2055.4,237.6
2016-06-17,2189.4,231.9
2016-06-24,2136.4,224.9
2016-07-01,2579.9,234.6
2016-07-08,2869.8,234.7
2016-07-15,2843.7,229.9
2016-07-22,2415.5,222.2
2016-07-29,2315.2,216.9
2016-08-05,2538.3,222.6
2016-08-12,2432.8,214.0
2016-08-19,2355.2,213.4
2016-08-26,2441.7,216.1
2016-09-02,2457.8,218.6
2016-09-09,2500.5,237.3
2016-09-16,2309.6,221.1
2016-09-23,2273.2,222.8
2016-09-30,2380.1,222.5
2016-10-07,2189.8,216.7
2016-10-14,2172.5,223.1
2016-10-21,2122.5,207.8
2016-10-28,2088.0,207.0
2016-11-04,2031.9,210.0
2016-11-11,1810.1,197.0
2016-11-18,1754.2,234.1
2016-11-25,1469.9,233.6
2016-12-02,1459.3,234.5
2016-12-09,1407.0,226.7
2016-12-16,1449.4,232.9
2016-12-23,1113.2,231.3
2016-12-30,1132.0,228.0
2017-01-06,1182.3,241.9
2017-01-13,1263.2,229.4
2017-01-20,1265.6,243.2
2017-01-27,1248.4,229.6
2017-02-03,1276.4,233.7
2017-02-10,1239.6,223.1
2017-02-17,1227.6,216.9
2017-02-24,1290.8,231.0
2017-03-03,1357.6,235.0
2017-03-10,1413.3,240.3
2017-03-17,1366.1,235.3
2017-03-24,1327.1,238.1
2017-03-31,1271.9,239.8
2017-04-07,1272.3,246.7
2017-04-14,1274.5,238.3
2017-04-21,1365.8,236.0
2017-04-28,1302.0,246.0
2017-05-05,1345.5,250.3
2017-05-12,1269.1,243.6
2017-05-19,1402.0,241.6
2017-05-26,1323.1,238.1
2017-06-02,1368.7,261.9
2017-06-09,1494.8,254.6
2017-06-16,1526.8,252.1
2017-06-23,1396.2,241.7
2017-06-30,1391.0,249.1
2017-07-07,1210.5,242.8
2017-07-14,1367.8,245.5
2017-07-21,1414.3,240.1
2017-07-28,1361.0,235.4
2017-08-04,1433.2,237.3
2017-08-11,1455.9,233.8
2017-08-18,1459.9,230.4
2017-08-25,1430.3,224.1
2017-09-01,1502.6,227.3
2017-09-08,1636.8,252.0
2017-09-15,1497.8,224.7
2017-09-22,1445.6,231.0
2017-09-29,1419.2,233.4
2017-10-06,1359.2,233.2
2017-10-13,1399.6,242.9
2017-10-20,1357.6,228.0
2017-10-27,1297.0,226.1
2017-11-03,1290.8,227.2
2017-11-10,1371.6,228.2
2017-11-17,1306.1,240.4
2017-11-24,1205.1,244.7
2017-12-01,1313.9,250.6
2017-12-08,1281.0,247.9
2017-12-15,1240.5,234.3
2017-12-22,1135.7,237.2
2017-12-29,1130.4,231.1
2018-01-05,1259.2,242.7
2018-01-12,1314.0,249.2
2018-01-19,1325.8,264.4
2018-01-26,1288.0,255.5
2018-02-02,1299.3,255.4
2018-02-09,1274.0,240.4
2018-02-16,1183.1,225.5
2018-02-23,1168.5,239.4
2018-03-02,1185.7,238.3
2018-03-09,1159.3,246.5
2018-03-16,1107.7,249.9
2018-03-23,1188.5,257.6
2018-03-30,1130.1,252.3
2018-04-06,1110.8,247.3
2018-04-13,1149.5,262.4
2018-04-20,1145.5,262.4
2018-04-27,1104.9,258.1
2018-05-04,1098.4,257.7
2018-05-11,1057.1,252.4
2018-05-18,1018.1,247.4
2018-05-25,970.7,242.7
2018-06-01,1007.3,252.8
2018-06-08,992.2,249.0
2018-06-15,1052.3,259.6
2018-06-22,1015.9,244.3
2018-06-29,996.0,245.5
2018-07-06,958.5,261.5
2018-07-13,979.6,247.9
2018-07-20,988.6,245.5
2018-07-27,971.3,237.9
2018-08-03,927.6,233.1
2018-08-10,927.5,225.5
2018-08-17,982.7,232.1
2018-08-24,952.9,230.1
2018-08-31,940.0,231.4
2018-09-07,884.3,233.5
2018-09-14,917.1,234.2
2018-09-21,946.8,240.4
2018-09-28,945.9,240.7
2018-10-05,921.2,238.0
2018-10-12,838.1,224.0
2018-10-19,919.6,228.4
2018-10-26,884.2,224.9
2018-11-02,861.8,226.1
2018-11-09,824.7,220.8
2018-11-16,783.7,227.7
2018-11-23,787.7,247.8
2018-11-30,836.4,249.9
2018-12-07,851.6,256.1
2018-12-14,832.2,238.6
2018-12-21,816.0,236.9
2018-12-28,729.9,219.0
2019-01-04,987.9,255.2
2019-01-11,1172.4,278.5
2019-01-18,1110.5,272.5
2019-01-25,1049.9,266.2
2019-02-01,1053.4,253.1
2019-02-08,1019.2,228.9
2019-02-15,1084.4,232.7
2019-02-22,1133.8,247.0
2019-03-01,1110.9,240.5
2019-03-08,1108.3,250.8
2019-03-15,1146.8,251.5
2019-03-22,1289.5,267.5
2019-03-29,1786.0,276.6
2019-04-05,1582.6,278.1
2019-04-12,1453.0,280.7
2019-04-19,1293.0,269.3
2019-04-26,1228.3,259.4
2019-05-03,1238.5,270.2
2019-05-10,1232.6,268.5
2019-05-17,1334.9,263.0
2019-05-24,1255.4,259.4
2019-05-31,1335.6,253.1
2019-06-07,1956.5,278.4
2019-06-14,1888.8,268.6
2019-06-21,1949.5,266.3
2019-06-28,1925.6,269.3
2019-07-05,1799.7,275.6
2019-07-12,1827.3,265.1
2019-07-19,1789.8,260.8
2019-07-26,1791.2,253.0
2019-08-02,2003.0,247.9
2019-08-09,2742.9,252.6
2019-08-16,2754.7,243.8
2019-08-23,2545.6,234.1
2019-08-30,2367.2,242.6
2019-09-06,2377.5,253.5
2019-09-13,2274.1,269.7
2019-09-20,1928.0,261.4
2019-09-27,2202.6,263.8
2019-10-04,2418.1,261.3
2019-10-11,2505.8,250.6
2019-10-18,2076.9,241.7
2019-10-25,2066.0,247.2
2019-11-01,2102.7,241.0
2019-11-08,2374.6,253.4
2019-11-15,2190.6,270.4
2019-11-22,2282.2,267.1
2019-11-29,1925.7,269.4
2019-12-06,2094.1,268.3
2019-12-13,1958.7,262.6
2019-12-20,1859.0,250.1
2019-12-27,1375.0,255.6
2020-01-03,1713.7,263.2
2020-01-10,2444.7,303.9
2020-01-17,2401.5,297.8
2020-01-24,2581.2,313.7
2020-01-31,2975.7,283.8
2020-02-07,3123.6,267.4
2020-02-14,2875.1,258.4
2020-02-21,2852.9,273.1
2020-02-28,3594.4,265.8
2020-03-06,6418.9,280.7
2020-03-13,5751.0,278.1
2020-03-20,3809.3,237.4
2020-03-27,4781.1,211.7
2020-04-03,3853.1,185.9
2020-04-10,4242.7,182.6
2020-04-17,4206.7,186.4
2020-04-24,3901.4,208.0
2020-05-01,3835.7,220.0
2020-05-08,3709.3,243.3
2020-05-15,3474.1,258.9
2020-05-22,3466.2,281.2
2020-05-29,3166.7,296.0
2020-06-05,3529.0,311.7
2020-06-12,3891.5,322.5
2020-06-19,3434.6,312.7
2020-06-26,3359.2,308.7
2020-07-03,3373.9,325.2
2020-07-10,3774.3,305.4
2020-07-17,3973.3,310.9
2020-07-24,3955.9,306.1
2020-07-31,3688.1,300.7
2020-08-07,4025.0,306.6
2020-08-14,3809.7,308.9
2020-08-21,3423.0,310.2
2020-08-28,3316.2,309.6
2020-09-04,3415.1,317.7
2020-09-11,3289.4,316.2
2020-09-18,3579.8,327.0
2020-09-25,3346.9,320.9
2020-10-02,3622.3,316.0
2020-10-09,3612.3,311.1
2020-10-16,3620.5,304.6
2020-10-23,3711.6,305.2
2020-10-30,3949.8,301.2
2020-11-06,3973.1,293.5
2020-11-13,3901.6,303.9
2020-11-20,4077.7,314.6
2020-11-27,3891.1,342.9
2020-12-04,3959.2,325.7
2020-12-11,4014.5,331.6
2020-12-18,4169.0,316.3
2020-12-25,3803.2,318.8
2021-01-01,3917.6,313.8
2021-01-08,4706.3,338.9
2021-01-15,4484.2,348.2
2021-01-22,4261.5,334.2
2021-01-29,4746.2,334.6
2021-02-05,4549.2,318.8
2021-02-12,4337.0,299.5
2021-02-19,3848.1,264.9
2021-02-26,3850.4,269.7
2021-03-05,3658.8,289.0
2021-03-12,3504.9,294.3
2021-03-19,3325.3,301.9
2021-03-26,3242.1,297.3
2021-04-02,3068.8,283.6
2021-04-09,2916.7,279.5
2021-04-16,3219.9,295.5
2021-04-23,3185.3,281.4
2021-04-30,3188.7,274.5
2021-05-07,3281.0,276.7
2021-05-14,3413.3,265.3
2021-05-21,3168.8,269.8
2021-05-28,3022.0,261.4
2021-06-04,2869.2,262.1
2021-06-11,3026.6,266.3
2021-06-18,3110.3,268.0
2021-06-25,2856.6,255.2
2021-07-02,2791.3,252.4
2021-07-09,3361.5,273.3
2021-07-16,3267.6,255.8
2021-07-23,3632.6,251.9
2021-07-30,3571.3,247.5
2021-08-06,3684.3,252.0
2021-08-13,3490.2,249.9
2021-08-20,3520.7,257.5
2021-08-27,3385.8,259.0
2021-09-03,3292.1,258.4
2021-09-10,3185.6,277.9
2021-09-17,3391.1,283.9
2021-09-24,3359.5,280.4
2021-10-01,3037.6,275.7
2021-10-08,3023.0,279.8
2021-10-15,2807.9,266.2
2021-10-22,2763.8,275.6
2021-10-29,2645.0,271.1
2021-11-05,2841.0,278.4
2021-11-12,2695.0,282.5
2021-11-19,2706.2,295.7
2021-11-26,2304.5,310.7
2021-12-03,2511.5,295.2
2021-12-10,2350.5,297.2
2021-12-17,2402.7,287.5
2021-12-24,2411.3,308.7
2021-12-31,2351.3,277.3
2022-01-07,2349.8,283.4
2022-01-14,2276.3,305.7
2022-01-21,1989.4,300.1
2022-01-28,2355.4,312.2
2022-02-04,2183.5,282.3
2022-02-11,1988.8,279.0
2022-02-18,1677.7,250.7
2022-02-25,1685.7,246.3
2022-03-04,1829.7,267.6
2022-03-11,1778.3,269.5
2022-03-18,1522.7,265.4
2022-03-25,1295.1,267.1
2022-04-01,1166.3,258.1
2022-04-08,1109.0,261.8
2022-04-15,1023.2,254.0
2022-04-22,930.7,234.7
2022-04-29,932.3,244.4
2022-05-06,913.6,255.4
2022-05-13,826.9,225.0
2022-05-20,794.9,225.5
2022-05-27,751.6,224.1
2022-06-03,709.5,208.2
2022-06-10,735.5,225.0
2022-06-17,712.7,242.8
2022-06-24,726.1,243.1
2022-07-01,670.3,232.6
2022-07-08,685.3,224.3
2022-07-15,655.7,208.0
2022-07-22,631.4,206.4
2022-07-29,640.6,208.4
2022-08-05,662.9,205.4
2022-08-12,627.1,203.8
2022-08-19,609.8,202.8
2022-08-26,562.5,199.1
2022-09-02,556.4,197.8
2022-09-09,532.9,198.1
2022-09-16,588.1,200.1
2022-09-23,524.1,199.3
2022-09-30,430.9,174.1
2022-10-07,423.2,170.5
2022-10-14,394.6,164.2
2022-10-21,386.1,161.8
2022-10-28,386.7,160.5
2022-11-04,373.1,162.6
2022-11-11,367.1,169.7
2022-11-18,373.6,174.4
2022-11-25,325.5,181.0
2022-12-02,340.8,175.5
2022-12-09,350.5,182.6
2022-12-16,371.4,182.5
2022-12-23,325.3,182.1
2022-12-30,310.9,160.2
2023-01-06,326.7,159.4
2023-01-13,427.1,201.0
2023-01-20,478.9,209.9
2023-01-27,432.8,190.3
2023-02-03,496.9,188.6
2023-02-10,436.6,168.9
2023-02-17,426.6,153.5
2023-02-24,400.4,144.8
2023-03-03,437.9,154.4
2023-03-10,458.9,165.6
2023-03-17,481.3,169.3
2023-03-24,504.4,172.7
2023-03-31,477.2,166.6
2023-04-07,477.5,179.6
2023-04-14,449.8,161.6
2023-04-21,457.6,169.1
2023-04-28,461.2,165.8
2023-05-05,507.1,173.7
2023-05-12,468.2,165.4
2023-05-19,443.0,158.3
2023-05-26,412.5,154.4
2023-06-02,409.7,151.7
2023-06-09,434.1,163.2
2023-06-16,425.1,165.6
2023-06-23,439.2,170.3
2023-06-30,421.3,162.4
2023-07-07,416.0,165.3
2023-07-14,446.4,163.2
2023-07-21,444.5,159.2
2023-07-28,433.6,154.1
2023-08-04,416.1,149.9
2023-08-11,408.4,149.5
2023-08-18,397.1,142.0
2023-08-25,407.1,144.9
2023-09-01,388.1,141.9
2023-09-08,367.0,143.7
2023-09-15,415.4,147.0
2023-09-22,411.7,144.8
2023-09-29,384.6,136.6
2023-10-06,385.8,137.5
2023-10-13,347.6,129.8
2023-10-20,354.0,127.0
2023-10-27,341.7,125.2
2023-11-03,347.3,129.0
2023-11-10,354.3,133.2
2023-11-17,359.9,138.4
2023-11-24,327.8,144.9
2023-12-01,373.3,144.5
2023-12-08,445.8,149.6
2023-12-15,437.6,148.7
2023-12-22,437.2,152.2
2023-12-29,358.2,140.7
2024-01-05,425.4,148.6
2024-01-12,471.2,162.2
2024-01-19,438.4,174.3
2024-01-26,445.6,154.5
2024-02-02,500.2,153.5
2024-02-09,482.0,148.6
2024-02-16,427.0,133.6
2024-02-23,395.9,127.6
2024-03-01,428.1,141.1
2024-03-08,480.3,147.7
2024-03-15,468.4,146.0
2024-03-22,460.9,145.7
2024-03-29,453.5,145.6
2024-04-05,498.3,138.7
2024-04-12,500.7,145.6
2024-04-19,472.7,144.2
2024-04-26,456.9,141.7
2024-05-03,477.5,144.2
2024-05-10,499.9,141.7
2024-05-17,536.9,140.0
2024-05-24,463.8,138.4
2024-05-31,432.1,132.3
2024-06-07,554.7,143.7
2024-06-14,552.7,146.0
2024-06-21,552.4,147.8
2024-06-28,544.1,142.9
2024-07-05,532.3,144.3
2024-07-12,613.0,140.4
2024-07-19,614.9,134.8
2024-07-26,570.7,132.8
2024-08-02,661.4,133.9
2024-08-09,889.3,137.7
2024-08-16,754.4,130.6
2024-08-23,753.8,131.8
2024-08-30,751.4,136.1
2024-09-06,757.8,138.6
2024-09-13,941.4,146.1
2024-09-20,1132.9,148.2
2024-09-27,1099.5,149.3
2024-10-04,997.3,149.2
2024-10-11,734.6,138.4
2024-10-18,672.6,131.3
2024-10-25,630.0,137.8
2024-11-01,513.5,130.8
2024-11-08,506.0,133.3
2024-11-15,514.9,136.0
2024-11-22,501.7,152.9
2024-11-29,498.5,161.5
2024-12-06,634.0,154.9
2024-12-13,617.5,157.1
2024-12-20,516.1,146.6
2024-12-27,395.1,136.7
2025-01-03,401.1,127.7
2025-01-10,575.6,162.0
2025-01-17,558.8,163.0
2025-01-24,520.9,162.4
2025-01-31,584.3,156.7
2025-02-07,640.6,153.1
2025-02-14,593.6,144.0
2025-02-21,572.5,132.4
2025-02-28,784.2,144.5
2025-03-07,911.3,154.6
2025-03-14,794.4,154.7
2025-03-21,752.4,155.8
2025-03-28,710.4,158.2
2025-04-04,961.4,172.7
2025-04-11,841.9,164.2
2025-04-18,673.6,153.4
2025-04-25,649.0,146.6
2025-05-02,721.0,162.8
2025-05-09,718.1,166.5
2025-05-16,682.5,157.8
2025-05-23,634.1,162.1
2025-05-30,611.8,155.0
2025-06-06,707.4,170.9
2025-06-13,692.4,165.8
2025-06-20,713.4,165.2
2025-06-27,759.7,165.3
2025-07-04,829.3,180.9
2025-07-11,767.6,159.6
2025-07-18,747.5,165.1
2025-07-25,739.3,155.6
2025-08-01,777.4,158.0
2025-08-08,956.2,160.2
2025-08-15,926.1,160.3
2025-08-22,894.1,163.8
2025-08-29,902.5,158.7
2025-09-05,1012.4,169.1
2025-09-12,1596.7,174.0
2025-09-19,1609.8,174.5
2025-09-26,1278.6,172.7
2025-10-03,1180.2,170.6
2025-10-10,1168.0,166.0
2025-10-17,1214.7,157.3
2025-10-24,1327.8,164.3
2025-10-31,1290.8,163.3
2025-11-07,1247.5,172.7
2025-11-14,1156.8,168.7
2025-11-21,1090.4,181.6
2025-11-28,1041.9,186.1
2025-12-05,1190.6,181.6
2025-12-12,1148.3,176.5
2025-12-19,1084.3,169.9
2025-12-26,872.1,169.8
2026-01-02,937.0,159.3
2026-01-09,1313.1,184.6
2026-01-16,1580.8,194.1
2026-01-23,1332.2,193.3
2026-01-30,1269.7,165.4
2026-02-06,1284.6,161.5
2026-02-13,1375.9,157.1
2026-02-20,1432.9,149.7
2026-02-27,1637.5,158.9
2026-03-06,1646.3,171.3
2026-03-13,1341.0,172.9
2026-03-20,1145.0,163.6
2026-03-27,946.4,159.4
2026-04-03,919.9,161.1
2026-04-10,966.8,159.5
2026-04-17,1023.1,175.6
2026-04-24,977.9,177.7
2026-05-01,928.6,171.1
2026-05-08,921.1,177.7
2026-05-15,920.2,170.4
2026-05-22,753.7,169.7
